Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2025,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,964,000",
SURVEY,2025,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,3.9,
SURVEY,2025,YEAR - JUN ACREAGE,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,170,000",
SURVEY,2025,YEAR - JUN ACREAGE,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"410,000",
SURVEY,2025,YEAR - JUN ACREAGE,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"760,000",
SURVEY,2025,YEAR - MAR ACREAGE,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,310,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,290,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"580,066,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"3,904,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,3.03,
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"460,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"95,266,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"874,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,1.9,
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"830,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"484,800,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"3,030,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,3.65,
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,HAY & HAYLAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,000,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,039,140,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"6,858,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",TOTAL,NOT SPECIFIED,3.43,
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"530,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"124,260,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"1,140,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",TOTAL,NOT SPECIFIED,2.15,
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,470,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"914,880,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"5,718,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",TOTAL,NOT SPECIFIED,3.89,
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,HAYLAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"855,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"5,978,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,6.99,
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"110,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"539,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,4.9,
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"745,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"5,439,000",
SURVEY,2024,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,7.3,
SURVEY,2024,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,210,000",
SURVEY,2024,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"410,000",
SURVEY,2024,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"820,000",
SURVEY,2024,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2,
SURVEY,2024,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"800,000",
SURVEY,2024,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,480,000",
SURVEY,2024,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,3.1,
SURVEY,2024,YEAR - JUN ACREAGE,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,210,000",
SURVEY,2024,YEAR - JUN ACREAGE,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"410,000",
SURVEY,2024,YEAR - JUN ACREAGE,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"800,000",
SURVEY,2024,YEAR - MAR ACREAGE,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,080,000",
SURVEY,2024,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"410,000",
SURVEY,2024,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"820,000",
SURVEY,2024,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2,
SURVEY,2024,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"800,000",
SURVEY,2024,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,560,000",
SURVEY,2024,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,3.2,
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,030,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"358,149,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,235,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.17,
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"390,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"64,389,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"507,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,1.3,
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"640,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"293,760,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"1,728,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.7,
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,HAY & HAYLAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,800,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"825,299,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"5,074,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",TOTAL,NOT SPECIFIED,2.82,
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"490,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"110,109,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"867,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",TOTAL,NOT SPECIFIED,1.77,
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,310,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"715,190,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"4,207,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",TOTAL,NOT SPECIFIED,3.21,
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,HAYLAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"890,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"5,744,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,6.45,
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"130,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"728,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,5.6,
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"760,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"5,016,000",
SURVEY,2023,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAYLAGE,"HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,6.6,
SURVEY,2023,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,230,000",
SURVEY,2023,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"400,000",
SURVEY,2023,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"720,000",
SURVEY,2023,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,1.8,
SURVEY,2023,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"830,000",
SURVEY,2023,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"1,992,000",
SURVEY,2023,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.4,
SURVEY,2023,YEAR - JUN ACREAGE,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,230,000",
SURVEY,2023,YEAR - JUN ACREAGE,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"400,000",
SURVEY,2023,YEAR - JUN ACREAGE,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"830,000",
SURVEY,2023,YEAR - MAR ACREAGE,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,030,000",
SURVEY,2023,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"400,000",
SURVEY,2023,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"680,000",
SURVEY,2023,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,1.7,
SURVEY,2023,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"830,000",
SURVEY,2023,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,324,000",
SURVEY,2023,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.8,
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,100,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"443,420,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,990,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.72,
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"300,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"54,060,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"510,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,1.7,
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"800,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"389,360,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,480,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,3.1,
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,HAY & HAYLAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,050,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,073,535,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,HAY & HAYLAGE,"HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS",TOTAL,NOT SPECIFIED,"7,098,000",
