Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2024,FEB,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.1,
SURVEY,2024,JAN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.6,
SURVEY,2024,JUL,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,11.9,
SURVEY,2024,JUN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.8,
SURVEY,2024,MAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,11.6,
SURVEY,2024,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,10,
SURVEY,2024,MAY,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,11.7,
SURVEY,2024,NOV,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.73,
SURVEY,2024,OCT,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.9,
SURVEY,2024,SEP,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,10.2,
SURVEY,2023,APR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.5,
SURVEY,2023,AUG,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.3,
SURVEY,2023,DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,13,
SURVEY,2023,FEB,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.8,
SURVEY,2023,JAN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.1,
SURVEY,2023,JUL,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.7,
SURVEY,2023,JUN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,13.9,
SURVEY,2023,MAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.4,
SURVEY,2023,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.4,
SURVEY,2023,MAY,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.4,
SURVEY,2023,NOV,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.8,
SURVEY,2023,OCT,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.4,
SURVEY,2023,SEP,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,13.7,
SURVEY,2022,APR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,15.5,
SURVEY,2022,AUG,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,15.7,
SURVEY,2022,DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.2,
SURVEY,2022,FEB,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.7,
SURVEY,2022,JAN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.5,
SURVEY,2022,JUL,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,15.2,
SURVEY,2022,JUN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,16.1,
SURVEY,2022,MAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,15.2,
SURVEY,2022,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,13.8,
SURVEY,2022,MAY,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,15.9,
SURVEY,2022,NOV,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14,
SURVEY,2022,OCT,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,13.2,
SURVEY,2022,SEP,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.1,
SURVEY,2021,APR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,13.9,
SURVEY,2021,AUG,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14,
SURVEY,2021,DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.4,
SURVEY,2021,FEB,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,13,
SURVEY,2021,JAN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,10.8,
SURVEY,2021,JUL,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.2,
SURVEY,2021,JUN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.5,
SURVEY,2021,MAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,13,
SURVEY,2021,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.7,
SURVEY,2021,MAY,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.6,
SURVEY,2021,NOV,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,12.1,
SURVEY,2021,OCT,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,11.8,
SURVEY,2021,SEP,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,11.9,
SURVEY,2020,APR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.13,
SURVEY,2020,AUG,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.57,
SURVEY,2020,DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,11.1,
SURVEY,2020,FEB,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.45,
SURVEY,2020,JAN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.63,
SURVEY,2020,JUL,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.36,
SURVEY,2020,JUN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.19,
SURVEY,2020,MAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.3,
SURVEY,2020,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,10.4,
SURVEY,2020,MAY,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.13,
SURVEY,2020,NOV,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,10.4,
SURVEY,2020,OCT,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.55,
SURVEY,2020,SEP,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.12,
SURVEY,2019,APR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.23,
SURVEY,2019,AUG,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.25,
SURVEY,2019,DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.48,
SURVEY,2019,FEB,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.48,
SURVEY,2019,JAN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.48,
SURVEY,2019,JUL,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.31,
SURVEY,2019,JUN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.22,
SURVEY,2019,MAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.61,
SURVEY,2019,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.42,
SURVEY,2019,MAY,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.92,
SURVEY,2019,NOV,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.39,
SURVEY,2019,OCT,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.53,
SURVEY,2019,SEP,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.17,
SURVEY,2018,APR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.77,
SURVEY,2018,AUG,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.7,
SURVEY,2018,DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.51,
SURVEY,2018,FEB,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.43,
SURVEY,2018,JAN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.21,
SURVEY,2018,JUL,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.3,
SURVEY,2018,JUN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.84,
SURVEY,2018,MAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.8,
SURVEY,2018,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.49,
SURVEY,2018,MAY,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.84,
SURVEY,2018,NOV,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.28,
SURVEY,2018,OCT,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.7,
SURVEY,2018,SEP,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.92,
SURVEY,2017,APR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.33,
SURVEY,2017,AUG,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.34,
SURVEY,2017,DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.43,
SURVEY,2017,FEB,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.86,
SURVEY,2017,JAN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.55,
SURVEY,2017,JUL,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.41,
SURVEY,2017,JUN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.19,
SURVEY,2017,MAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.75,
SURVEY,2017,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.34,
SURVEY,2017,MAY,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.34,
SURVEY,2017,NOV,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.4,
SURVEY,2017,OCT,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.22,
SURVEY,2017,SEP,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.27,
SURVEY,2016,APR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.98,
SURVEY,2016,AUG,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.84,
SURVEY,2016,DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.49,
SURVEY,2016,FEB,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.55,
SURVEY,2016,JAN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.69,
SURVEY,2016,JUL,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,10.3,
SURVEY,2016,JUN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,10.3,
SURVEY,2016,MAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.53,
SURVEY,2016,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.36,
SURVEY,2016,MAY,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.69,
SURVEY,2016,NOV,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.38,
SURVEY,2016,OCT,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.24,
SURVEY,2016,SEP,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.34,
SURVEY,2015,APR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.63,
SURVEY,2015,AUG,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.57,
SURVEY,2015,DEC,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.44,
SURVEY,2015,FEB,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,10,
SURVEY,2015,JAN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,10.2,
SURVEY,2015,JUL,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.79,
SURVEY,2015,JUN,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.44,
SURVEY,2015,MAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.72,
SURVEY,2015,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,8.73,
SURVEY,2015,MAY,,STATE,WISCONSIN,55,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,9.4,
